RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
19911431	1991	"ABLE COMPANY, L.T.D."	30631	"335D LONGFELLOW ST., PO BOX 4, PARK STAT"	VANDERGRIFT	WESTMORELAND	PA	15690						PA	0	0	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JEFFREY W ZINCHINI	4125675722	7/30/1992 0:00	
19910492	1991	ACACIA NATURAL GAS CORP	21	2700 S.W. 5TH AVENUE/P.O.BOX 790	MINERAL WALLS	PALO PINTO	TX	76067	2700 S.W. 5TH AVENUE/P.O. BOX 790	MINERAL WALLS	PALO PINTO	TX	76067	OK	0	90	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	8	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	8	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL HOWETH	8173251321	5/29/1992 0:00	
19910214	1991	ACADIAN GAS PIPELINE SYSTEM	3	514 WAVERLY RD	THIBODAUX	LAFOURCHE	LA	70301	1600 SMITH SUITE 4775	HOUSTON		TX	77002	LA	0	421	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	119	257	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	119	257	0	0	421	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	JAMES P SCHWARZ	5044462791	5/22/1992 0:00	
19910226	1991	ADOBE GAS CO	56	"300 WEST TEXAS, SUITE 1100"	MIDLAND	MIDLAND	TX	79701						 	0	30	0	0	0	4	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	14	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T L MCILVAIN	9156834701	5/22/1992 0:00	
19911468	1991	AGIP PETROLE-M CO. INC.	30685	"2950 NORTH LOOP WEST, SUITE 300"	HOUSTON	HARRIS	TX	77092						 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	8	0	0	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	W. E. DOOLEY	7136804577	9/8/1994 0:00	
19910508	1991	AIR PRODUCTS & CHEMICALS INC	117	391 DUNES HIGHWAY	BURNS HARBOR	PORTER	IN	46304	7201 HAMILTON BLVD.	ALLENTOWN		PA	18195	IN	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G.M. FRISBY	2154814468	5/22/1992 0:00	
19910509	1991	AIR PRODUCTS & CHEMICALS INC	117	STATE ROAD 127 KILOMETER 12.7	GUAYANILLA	PUERTO RICO	PR	00656	7201 HAMILTON BLVD.	ALLENTOWN		PA	18195	PR	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G.M. FRISBY	2154814468	5/22/1992 0:00	
19910511	1991	AIR PRODUCTS & CHEMICALS INC	117	2820 QUIGLEY ROAD	CLEVELAND	CUYAHOGA	OH	44113	7201 HAMILTON BLVD.	ALLENTOWN		PA	18195	OH	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G.M. FRISBY	2154814468	5/22/1992 0:00	
19910514	1991	AIR PRODUCTS & CHEMICALS INC	117	"ROUTE 1, 10202 STRANG ROAD"	LAPORTE	HARRIS	TX	77571	7201 HAMILTON BLVD.	ALLENTOWN		PA	18195	TX	0	69	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	51	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	51	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G.M. FRISBY	2154814468	5/22/1992 0:00	
19910513	1991	AIR PRODUCTS & CHEMICALS INC	117	P.O. BOX 1010	PLAQUEMINE	WEST BATON ROUGE	LA	70765	7201 HAMILTON BLVD	ALLENTOWN		PA	18195	LA	0	42	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	17	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	17	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G.M. FRISBY	2154814468	5/22/1992 0:00	
