RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
19930199	1993	ACADIAN GAS PIPELINE SYSTEM	3	514 WAVERLY ROAD	THIBODAUX	LAFOURCHE	LA	70301	"1600 SMITH, SUITE 4775"	HOUSTON		TX	77002	LA	0	423	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	119	259	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	119	259	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CLINT J. ENGLISH	5044462791	06/03/1994 0:00	
19930939	1993	ACACIA NATURAL GAS CORP	21	P.O. BOX 3000 - 2002 TIMBERLOCH 6TH FL	THE WOODLANDS	MONTGOMERY	TX	77387	"2700 SW 5TH AVE  P.O. BOX 790,76068"	MINERAL WELLS		TX	76067	OK	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL HOWETH	7133777287	06/03/1994 0:00	
19931333	1993	COORS ENERGY CO	59	PO BOX 467	GOLDEN	JEFFERSON	CO	80402						CO	0	33	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	22	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	22	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D.W. MACDONALD	3032777011	12/06/1995 0:00	
19930378	1993	TRISTAR GAS COMPANY	101	"8150 N. CENTRAL EXPRESSWAY, SUITE 1177"	DALLAS	DALLAS	TX	75206						TX	0	86	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	82	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	82	0	0	0	86	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL W WOOD	2147395001	06/03/1994 0:00	
19931204	1993	AIR PRODUCTS & CHEMICALS INC	117	10202 STRANG ROAD	LAPORTE	HARRIS	TX	77571	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	TX	0	71	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G. M. FRISBY	6104814468	06/03/1994 0:00	
19930243	1993	AIR PRODUCTS & CHEMICALS INC	117	1305 N 143RD EAST AVENUE	TULSA		OK	74132	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	OK	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL J. SAUERS	2154814317	06/03/1994 0:00	
19930244	1993	AIR PRODUCTS & CHEMICALS INC	117	380 PINE RUN ROAD	LEECHBURG	WESTMORELAND	PA	15656	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	PA	0	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G. M. FRISBY - DESIGN ENGINEER	2154814468	06/03/1994 0:00	
19930245	1993	AIR PRODUCTS & CHEMICALS INC	117	2820 QUIGLEY ROAD	CLEVELAND	CUYAHOGA	OH	44113	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	OH	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G. M. FRISBY - DESIGN ENGINEER	2154814468	06/03/1994 0:00	
19930246	1993	AIR PRODUCTS & CHEMICALS INC	117	391 DUNES HIGHWAY	BURNS HARBOR	PORTER	IN	46304	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	IN	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G. M. FRISBY - DESIGN ENGINEER	2154814468	06/03/1994 0:00	
19930247	1993	AIR PRODUCTS & CHEMICALS INC	117	"ROUTE 1, 10202 STRANG ROAD"	LA PORTE	HARRIS	TX	77571	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	TX	0	76	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	60	1	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	60	1	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G. M. FRISBY - DESIGN ENGINEER	2154814468	06/03/1994 0:00	
19930248	1993	AIR PRODUCTS & CHEMICALS INC	117	PO BOX 1010	PLAQUEMINE	WEST BATON ROUGE PARISH	LA	70765	7201 HAMILTON BOULEVARD	ALLENTOWN		PA	18195	LA	0	74	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	46	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	22	46	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	G. M. FRISBY - DESIGN ENGINEER	2154814468	06/03/1994 0:00	
19930276	1993	AJAX PIPELINE CO	144	900 PENNSYLVANIA AVENUE	CHARLESTON		WV	25302						WV	2	1	2	2	0	20	0	27	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	22	0	0	0	27	0	0	0	0	0	0	0	0	13	0	0	0	0	13	0	0	0	0	0	0	0	0	18	22	0	0	0	40	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ED H. MAIER - PRESIDENT	3043432201	06/03/1994 0:00	
19930776	1993	ALABAMA GAS CORP (EX. MARENGO CORP PROPERTY)	180	2101 SIXTH AVENUE NORTH	BIRMINGHAM	JEFFERSON	AL	35203						AL	0	263	0	0	0	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	115	133	0	0	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	115	133	0	0	263	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	RONALD K. TAYLOR	2053269228	06/03/1994 0:00	
19930783	1993	ALABAMA-TENNESSEE NATURAL GAS CO	189	100 EAST SECOND STREET ROAD	SHEFFIELD	COLBERT	AL	35660	P.O. BOX 198	FLORENCE		AL	35631	AL MS TN	0	295	0	0	0	0	2	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	199	82	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	199	82	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WILLIAM F. ADCOCK	2053833631	06/03/1994 0:00	06/08/1995 0:00
19930825	1993	ALASKA PIPELINE CO	207	3000 SPENARD ROAD P.O. BOX 190288	ANCHORAGE	ANCHORAGE	AK	99519						AK	0	331	0	0	0	0	0	331	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		16	56	259	0	0		0	0	0	17	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	56	276	0	0	348	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DREW SMITH	9072643744	06/03/1994 0:00	07/11/1994 0:00
19931111	1993	ALERT OIL & GAS CO INC	250	P.O. BOX 3456	PIKEVILLE	PIKE	KY	41502						 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	0	0	0	0	0	0	25	0	0	0	0	25	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	STEPHEN G. JENKINS	6068748041	06/03/1994 0:00	
19930380	1993	ALGONQUIN GAS TRANSMISSION CO	288	1284 SOLDIERS FIELD ROAD	BOSTON	SUFFOLK	MA	2135						RI	0	59	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	12	8	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	20	12	8	59	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	CARL P FANTASIA	6175601442	06/03/1994 0:00	
19930381	1993	ALGONQUIN GAS TRANSMISSION CO	288	1284 SOLDIERS FIELD ROAD	BOSTON	SUFFOLK	MA	2135						CT	0	369	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	106	19	103	116	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	106	19	103	116	369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CARL P FANTASIA	6175601442	06/03/1994 0:00	
19930382	1993	ALGONQUIN GAS TRANSMISSION CO	288	1284 SOLDIERS FIELD ROAD	BOSTON	SUFFOLK	MA	2135						NY	0	85	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	42	42	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	42	42	85	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CARL P FANTASIA	6175601442	06/03/1994 0:00	
19930383	1993	ALGONQUIN GAS TRANSMISSION CO	288	1284 SOLDIERS FIELD ROAD	BOSTON	SUFFOLK	MA	2135						NJ	0	135	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	68	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	68	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CARL P FANTASIA	6175601442	06/03/1994 0:00	
19930384	1993	ALGONQUIN GAS TRANSMISSION CO	288	1284 SOLDIERS FIELD ROAD	BOSTON	SUFFOLK	MA	2135						MA	0	394	0	0	0	0	0	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	112	169	76	22	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	112	169	76	22	394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CARL P FANTASIA	6175601442	06/03/1994 0:00	
19930412	1993	ALMEDA WELDING & INSPECTION CO	343	"2200 POST OAK BLVD, SUITE 702"	HOUSTON	HARRIS	TX	77056						 	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ANNA BELLE BAKER - PRESIDENT	7136277921	06/03/1994 0:00	
19930270	1993	AMERICAN GAS STORAGE CORP	384	"333 CLAY STREET, SUITE 2000"	HOUSTON	HARRIS	TX	77002						TX	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	27	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ROBERT H. YOWELL JR.	7137396633	06/03/1994 0:00	
19931168	1993	AMERADA HESS CORP	386	"1201 LOUISIANA STREET, SUITE 700"	HOUSTON	HARRIS	TX	77002	1185 AVENUE OF THE AMERICAS	NEW YORK		NY	10036	LA TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	24	0	0	36	0	0	12	24	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J. C. EDEL	7137525910	06/03/1994 0:00	06/08/1995 0:00
19931077	1993	"ALUMINUM CO OF AMERICA, WARRICK OPERATIONS"	388	P.O. BOX 10	NEWBURGH	WARRICK	IN	47629						IN	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J.A. HEMPHILL	8128534141	06/03/1994 0:00	
19931183	1993	AMERADA HESS CORP	390	520 H. 5TH STREET	BLOOMINGTON	VICTORIA	TX	77951	P.O. BOX 51754	LAFAYTTE		LA	70505	TX	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	AARON FULKNER	5128971521	06/03/1994 0:00	
19931136	1993	AMERICAN RESERVE CORP	398	1331 LAMAR SUITE 900	HOUSTON	FORT BEND	TX	77010						 	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELINDA MAYSE	7137566338	06/03/1994 0:00	
19930753	1993	AMERADA HESS CORP	401	600 N.W. AVE. B	SEMINOLE	GAINES	TX	79360	P.O. BOX 2040	TULSA		OK	74102	TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BLAKE BAYLOR	9157586700	06/03/1994 0:00	
19931015	1993	AMERICAN CENTRAL GAS CO INC	402	5727 SOUTH LEWIS SUITE 600	TULSA	TULSA	OK	74015						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	23	2	0	0	35	0	0	0	0	0	0	0	0	10	23	2	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TERRY L. MADDUX	9187496776	06/03/1994 0:00	
19931016	1993	AMERICAN CENTRAL GAS CO INC	402	"5727 SOUTH LEWIS, SUITE 600"	TULSA	TULSA	OK	74105						OK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	17	0	0	30	0	0	0	0	0	0	0	0	8	5	17	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TERRY L. MADDUX	9187496776	06/03/1994 0:00	
19931017	1993	AMERICAN CENTRAL GAS CO INC	402	3036 N. MERCEDES	ODESSA	ECTOR	TX	79764	"1 SUMMIT PLAZA, 5727 S. LEWIS, STE 600"	TULSA		OK	74105	TX	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	79	200	0	0	74	7	360	0	0	0	0	0	0	0	0		0	8	0	0	0		0	0	0	0	0	0	0	0	150	184	26	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BUZZ MISHLER	9153812740	06/03/1994 0:00	07/18/1994 0:00
19931281	1993	AMERICAN CENTRAL GAS CO INC	402	5727 S. LEWIS SUITE 600	TULSA	TULSA	OK	74105						OK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0	0	23	0	0	0	0	0	0	0	0	0	8	15	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	TERRY L. MADDUX	9187496776	09/08/1994 0:00	
19931125	1993	AMERICAN NATURAL RESOURCE PIPELINE CO (ANR)	405	500 RENAISSANCE CENTER	DETROIT	WAYNE	MI	48243						NY	0	157	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL R. LASKOWSKI	3134962457	06/03/1994 0:00	
19931126	1993	AMERICAN NATURAL RESOURCE PIPELINE CO (ANR)	405	500 RENAISSANCE CENTER	DETROIT	WAYNE	MI	48243						AR IA IL IN KS KY LA MI MO MS NE OH OK TN TX WI	0	8923	0	0	0	0	0	8923	0	1391	0	0	0	0	0	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	1113	1332	2582	3341	8923	0	27	367	647	163	187	1391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	1480	1979	2745	3514	10300	1	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL R. LASKOWSKI	3134962457	06/03/1994 0:00	06/08/1995 0:00
19931127	1993	AMERICAN NATURAL RESOURCE PIPELINE CO (ANR)	405	500 RENAISSANCE CENTER	DETROIT	WAYNE	MI	48243						LA TX	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL R. LASKOWSKI	3134962457	06/03/1994 0:00	06/08/1995 0:00
19931128	1993	AMERICAN NATURAL RESOURCE PIPELINE CO (ANR)	405	500 RENAISSANCE CENTER	DETROIT	WAYNE	MI	48243						OH	0	40	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MICHAEL R. LASKOWSKI	3134962457	06/03/1994 0:00	
19930428	1993	AMOCO PIPELINE CO	443	"ONE MID AMERICA PLAZA, SUITE 300"	OAKBROOK TERRACE	DU PAGE	IL	60181						MI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	17	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KATHY MOON	7089903730	06/03/1994 0:00	
19930807	1993	AMOCO PIPELINE CO	443	"ONE MID AMERICA PLAZA, SUITE 300"	OAKBROOK TERRACE	DUPAGE	IL	60181						TX	0	22	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	KATHY MOON	7089903730	06/03/1994 0:00	
19930429	1993	AMOCO PRODUCTION CO	450	501 WESTLAKE PARK BLVD	HOUSTON	HARRIS	TX	77079						MI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FRANK R. DAWSON	7133662861	06/03/1994 0:00	
19930808	1993	AMOCO PRODUCTION CO	450	501 WESTLAKE PARK BLVD	HOUSTON	HARRIS	TX	77079						TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FRANK R. DAWSON	7139662861	06/03/1994 0:00	
