RPTID	YR	NAME	OPID	OSTREET	OCITY	OCOUNTY	OSTATE	OZIP	HSTREET	HCITY	HCOUNTY	HSTATE	HZIP	STOP	T1M1_1	T1M1_2	T1M1_3	T1M1_4	T1M1_5	T1M1_6	T1M1_7	T1M1T	T1M2_1	T1M2_2	T1M2_3	T1M2_4	T1M2_5	T1M2_6	T1M2_7	T1M2T	G1M1_1	G1M1_2	G1M1_3	G1M1_4	G1M1_5	G1M1_6	G1M1_7	G1M1T	G1M2_1	G1M2_2	G1M2_3	G1M2_4	G1M2_5	G1M2_6	G1M2_7	G1M2T	T2M1_1	T2M1_2	T2M1_3	T2M1_4	T2M1_5	T2M1_6	T2M1T	T2M2_1	T2M2_2	T2M2_3	T2M2_4	T2M2_5	T2M2_6	T2M2T	G2M1_1	G2M1_2	G2M1_3	G2M1_4	G2M1_5	G2M1_6	G2M1T	G2M2_1	G2M2_2	G2M2_3	G2M2_4	G2M2_5	G2M2_6	G2M2T	STOT_1	STOT_2	STOT_3	STOT_4	STOT_5	STOT_6	TOTT	CTC1	CTC2	CGC1	CGC2	CTOF1	CTOF2	CGOF1	CGOF2	CTCD1	CTCD2	CGCD1	CGCD2	CTO1	CTO2	CGO1	CGO2	KNLKT	KNLKG	DTON	DTOFF	DTOUT	DGON	DGOFF	DGOUT	PNAME	PHONE	DOE	DOC
19092100	1992	TEXACO NATURAL GAS PLANTS LIQUIDS DIV	19229	P.O. BOX 1929	EUNICE	LEA	NM	88231	P.O. BOX 1650	TULSA		OK	74102	NM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	1	1	8	0	0	0	0	0	0	0	0	1	2	3	1	1	8	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R. W. HARRELL	9185607028	3/25/1993 0:00	
19092309	1992	ANDERSON OIL & GAS	484	1008 S. BROADWAY	LEXINGTON	FAYETTE	KY	40504	1000 LOUISIANA STREET	HOUSTON		TX	77002	KY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CHARLES P. SUSIE	6062533153	3/25/1993 0:00	
19092408	1992	AMERICAN RESERVE CORP	398	1331 LAMAR SUITE 900	HOUSTON	FORT BEND	TX	77010	1331 LAMAR SUITE 900	HOUSTON		TX	77010	LA	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	MELINDA MAYSE	7137566338	3/25/1993 0:00	
19920001	1992	TEXACO INC	19220	400 POYDRAS STRRET	NEW ORLEANS	ORLEANS	LA	70160						LA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	8	0	8	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S. C. HOURCADE	5045934561	3/25/1993 0:00	
19920002	1992	AMERADA HESS CORPORATION	386	"1201 LOUISIANA STREET, SUITE 700"	HOUSTON	HARRIS	TX	77002	1185 AVENUE OF THE AMERICAS	NEW YORK		NY	10036	LA TX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	24	0	0	37	0	0	13	24	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	J.V. SIMON - MANAGER REGION PRODUCTION	7137525910	5/21/1993 0:00	
19920003	1992	WATER LIGHT & GAS COMMISSION (MONROE)	22229	916 N. FRONT STREET	ALBANY	DOUGHERTY	GA	31701	P.O. BOX 1788	ALBANY		GA	31703	GA	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	GARY WHITFIELD - GAS DIRECTOR	9128838330	5/21/1993 0:00	
19920004	1992	GETTY GAS GATHERING CO	6349	P.O. BOX 186 2330 E NORTH OHIO	AUGUSTA	BUTLER	KS	67010						 	0	87	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	55	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	55	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	DOUGLAS B. DOWDY	3167756091	3/25/1993 0:00	
19920005	1992	RIVERSIDE PIPELINE CO	17504	"7300 WEST 110TH STREET, SUITE 600"	OVERLAND PARK	JOHNSON	KS	66210						KS MO OK	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BILL DREES - MECHANICAL ENGINEER	9134513330	5/21/1993 0:00	
19920006	1992	KANSAS PIPELINE CO	10035	"7300 WEST 110TH STREET, SUITE 600"	OVERLAND PARK	JOHNSON	KS	66210						KS	0	203	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	177	26	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0	184	26	0	0	210	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BILL DREES - MECHANICAL ENGINEER	9134513330	3/25/1993 0:00	
19920007	1992	KANSOK INC	10025	"7300 WEST 110TH STREE, SUITE 600"	OVERLAND PARK	JOHNSON	KS	66210						OK	0	162	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	45	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	45	0	0	162	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BILL DREES - MECHANICAL ENGINEER	9134153330	3/25/1993 0:00	
